Vardas              Pavardė            ND1    ND2    ND3    ND4    ND5    ND6    ND7    ND8    ND9    ND10   ND11   ND12   ND13   ND14   ND15   Egz.
Vardas1852          Pavardė1852        2      6      3      8      2      1      6      6      8      7      3      7      6      2      3      6
Vardas1853          Pavardė1853        3      1      1      3      2      10     10     9      9      10     7      8      3      2      10     7
Vardas1854          Pavardė1854        7      3      5      3      8      9      2      9      9      10     3      4      5      7      7      3
Vardas1855          Pavardė1855        5      7      10     7      3      7      2      4      8      3      7      1      5      6      6      1
Vardas1856          Pavardė1856        6      5      6      8      3      10     6      10     4      5      6      7      10     8      9      1
Vardas1857          Pavardė1857        2      2      7      1      4      4      10     4      1      7      9      7      10     9      5      1
Vardas1858          Pavardė1858        6      9      5      9      10     1      3      3      1      3      10     9      1      1      2      9
Vardas1859          Pavardė1859        8      5      5      1      1      5      6      5      2      4      3      6      7      3      3      9
Vardas1860          Pavardė1860        9      9      7      3      3      7      10     3      1      6      7      10     4      3      5      3
Vardas1861          Pavardė1861        2      8      5      8      6      4      3      6      2      10     7      5      1      8      8      7
